transaction_id,timestamp,product_name,quantity,unit_price,total_amount
12846,2023-02-20 07:14:04,Small Earl Grey,1,2.05,2.05
12847,2023-02-20 07:48:42,Medium Latte,2,3.28,6.56
12848,2023-02-20 08:06:00,Small Mocha,2,4.24,8.48
12849,2023-02-20 08:38:46,Ham & Cheese Croissant,1,5.94,5.94
12850,2023-02-20 08:50:19,Single Espresso,1,2.67,2.4
12851,2023-02-20 09:03:14,Ham & Cheese Croissant,8,5.22,15.459999999999999
12852,2023-02-20 09:10:04,Small Americano,4,2.57,10.28
12853,2023-02-20 09:11:02,Vegan Falafel Wrap,4,6.48,15.459999999999999
12854,2023-02-20 09:54:25,Large Chai Latte,1,3.98,3.98
12855,2023-02-20 10:31:22,Small Earl Grey,1,2.12,2.12
12856,2023-02-20 11:31:31,Single Espresso,3,2.67,8.01
12857,2023-02-20 12:12:41,Scone,4,2.07,8.28
12858,2023-02-20 12:39:20,Double Espresso,2,2.75,5.5
12859,2023-02-20 13:21:53,Medium Mocha,1,4.1,4.1
12860,2023-02-20 13:26:05,Medium Green Tea,2,3.22,6.44
12861,2023-02-20 15:10:20,Vegan Falafel Wrap,2,5.1,10.2
12862,2023-02-20 15:30:42,Medium Cappuccino,1,4.32,4.32
12863,2023-02-20 15:39:47,Large Latte,1,4.32,4.32
12864,2023-02-20 16:07:45,Large Americano,1,3.73,3.36
12865,2023-02-20 16:31:16,Large Chai Latte,1,4.75,4.75
12866,2023-02-20 16:42:12,Small Cappuccino,2,3.53,6.35
12867,2023-02-20 17:48:36,Small Green Tea,1,2.35,2.0
12868,2023-02-20 18:19:15,Chocolate Chip Cookie,1,2.45,2.45
12869,2023-02-20 18:53:37,Chicken & Avocado Wrap,2,5.98,11.96
12870,2023-02-21 02:08:49,Large Chai Latte,1,5.24,5.24
12871,2023-02-21 02:47:34,Vegan Falafel Wrap,1,6.0,6.0
12872,2023-02-21 03:54:28,Tote Bag,1,12.37,12.37
12873,2023-02-21 05:12:33,Medium Americano,2,2.94,5.88
12874,2023-02-21 05:13:29,Double Espresso,1,3.19,3.19
12875,2023-02-21 06:22:34,Medium Mocha,1,4.95,4.95
12876,2023-02-21 06:39:25,Coffee Mug,1,12.96,12.96
12877,2023-02-21 06:53:28,Small Chai Latte,1,3.61,3.61
12878,2023-02-21 07:05:30,Croissant,2,2.35,4.7
12879,2023-02-21 07:19:17,Ham & Cheese Croissant,1,5.76,5.76
12880,2023-02-21 07:30:26,Large Cappuccino,1,4.32,4.32
12881,2023-02-21 07:38:04,Small Latte,1,3.6,3.6
12882,2023-02-21 07:46:47,Large Matcha Latte,1,5.1,5.1
12883,2023-02-21 07:49:17,Medium Cappuccino,1,3.92,3.92
12884,2023-02-21 07:49:22,Large Cappuccino,1,4.82,4.82
12885,2023-02-21 08:00:22,Single Espresso,1,2.67,2.67
12886,2023-02-21 08:22:32,Large Mocha,1,5.55,5.55
12887,2023-02-21 08:26:55,Large Berry Blast,4,5.17,15.459999999999999
12888,2023-02-21 08:35:50,Chocolate Chip Cookie,1,1.64,1.64
12889,2023-02-21 08:38:00,Small Matcha Latte,3,4.46,13.38
12890,2023-02-21 08:42:10,Medium Matcha Latte,1,4.28,4.28
12891,2023-02-21 08:47:05,Single Espresso,3,2.9,8.7
12892,2023-02-21 09:14:20,Large Mocha,1,4.26,4.26
12893,2023-02-21 10:22:24,Tote Bag,1,15.71,15.459999999999999
12894,2023-02-21 10:31:27,Medium Latte,4,3.65,14.6
12895,2023-02-21 10:51:06,Scone,1,2.07,2.07
12896,2023-02-21 10:55:34,Medium Chai Latte,3,3.99,11.97
12897,2023-02-21 11:19:46,Small Latte,1,3.31,3.31
12898,2023-02-21 11:49:48,Single Espresso,3,2.46,7.38
12899,2023-02-21 12:01:28,Medium Earl Grey,1,2.38,2.38
12900,2023-02-21 12:30:12,Medium Chai Latte,2,3.57,7.14
12901,2023-02-21 13:11:51,Medium Mocha,1,4.95,4.95
12902,2023-02-21 13:44:53,Blueberry Muffin,2,3.24,6.48
12903,2023-02-21 13:52:04,Double Espresso,3,2.81,8.43
12904,2023-02-21 14:16:17,Ham & Cheese Croissant,3,4.51,13.53
12905,2023-02-21 14:35:54,Large Americano,1,2.83,2.83
12906,2023-02-21 14:44:15,Large Earl Grey,1,3.01,3.01
12907,2023-02-21 14:45:51,Large Latte,1,3.77,3.77
12908,2023-02-21 15:05:17,Medium Mocha,1,4.14,3.73
12909,2023-02-21 15:12:16,Small Cappuccino,2,3.31,6.62
12910,2023-02-21 15:37:22,Small Latte,1,3.42,3.42
12911,2023-02-21 15:40:02,Large Chai Latte,1,5.94,5.94
12912,2023-02-21 15:58:44,Large Mocha,3,5.55,15.459999999999999
12913,2023-02-21 16:02:38,Small Americano,1,2.56,2.56
12914,2023-02-21 16:18:54,Large Cappuccino,2,4.82,9.64
12915,2023-02-21 17:02:12,Blueberry Muffin,1,3.14,3.14
12916,2023-02-21 17:04:59,Small Cappuccino,2,3.89,7.78
12917,2023-02-21 17:18:35,Small Cappuccino,1,2.95,2.95
12918,2023-02-21 17:20:04,Medium Chai Latte,4,4.54,15.459999999999999
12919,2023-02-21 17:20:57,Medium Berry Blast,2,6.05,12.1
12920,2023-02-21 18:50:30,Blueberry Muffin,2,2.94,5.88
12921,2023-02-21 19:04:37,Scone,1,2.09,2.09
12922,2023-02-21 22:56:00,Large Green Tea,2,3.04,6.08
12923,2023-02-22 03:10:38,Vegan Falafel Wrap,1,5.64,5.64
12924,2023-02-22 03:30:00,Small Matcha Latte,1,4.37,4.37
12925,2023-02-22 06:24:18,Medium Latte,1,4.9,4.9
12926,2023-02-22 06:43:17,Large Latte,2,4.37,8.74
12927,2023-02-22 06:52:34,Large Green Tea,1,3.35,3.35
12928,2023-02-22 08:03:41,Large Mocha,1,4.42,4.42
12929,2023-02-22 08:23:58,Croissant,1,2.7,2.7
12930,2023-02-22 08:24:25,Large Matcha Latte,3,4.26,12.78
12931,2023-02-22 08:25:20,Vegan Falafel Wrap,2,5.88,11.76
12932,2023-02-22 08:40:44,Large Chai Latte,4,4.46,15.459999999999999
12933,2023-02-22 08:51:34,Small Cappuccino,2,3.84,6.91
12934,2023-02-22 08:53:51,Small Chai Latte,3,3.61,10.83
12935,2023-02-22 09:01:43,Medium Cappuccino,2,3.68,7.36
12936,2023-02-22 09:11:05,Small Latte,2,2.95,5.9
12937,2023-02-22 09:42:07,Chocolate Chip Cookie,3,2.13,6.39
12938,2023-02-22 09:42:28,Double Espresso,3,3.13,9.39
12939,2023-02-22 09:46:02,Double Espresso,2,2.38,4.76
12940,2023-02-22 10:00:37,Large Americano,2,2.84,5.68
12941,2023-02-22 10:05:57,Medium Green Tea,2,2.72,5.44
12942,2023-02-22 10:17:01,Blueberry Muffin,1,3.67,3.12
12943,2023-02-22 10:38:59,Medium Berry Blast,1,5.5,5.5
12944,2023-02-22 10:57:19,Medium Mocha,1,4.71,4.71
12945,2023-02-22 11:49:10,Double Espresso,1,3.09,3.09
12946,2023-02-22 12:07:34,Single Espresso,1,2.75,2.75
12947,2023-02-22 12:15:38,Small Mocha,1,3.32,2.66
12948,2023-02-22 13:15:32,Blueberry Muffin,2,2.46,4.92
12949,2023-02-22 13:15:57,Large Matcha Latte,1,4.78,4.78
12950,2023-02-22 14:00:45,Large Chai Latte,2,4.56,9.12
12951,2023-02-22 14:31:52,Large Americano,1,3.35,3.35
12952,2023-02-22 14:44:21,Medium Americano,1,2.82,2.82
12953,2023-02-22 15:19:20,Vegan Falafel Wrap,3,7.5,15.459999999999999
12954,2023-02-22 15:34:09,Blueberry Muffin,1,2.46,2.46
12955,2023-02-22 15:35:25,Small Earl Grey,1,2.06,2.06
12956,2023-02-22 15:58:25,Scone,2,2.01,3.62
12957,2023-02-22 16:03:18,Large Chai Latte,2,4.46,8.03
12958,2023-02-22 16:13:37,Croissant,1,2.38,2.14
12959,2023-02-22 16:47:01,Ham & Cheese Croissant,3,5.94,15.459999999999999
12960,2023-02-22 16:49:47,Small Green Tea,1,2.42,2.42
12961,2023-02-22 16:50:45,Small Cappuccino,1,3.89,3.89
12962,2023-02-22 17:48:15,Large Mocha,1,4.26,4.26
12963,2023-02-22 18:42:23,Coffee Mug,1,12.8,12.8
12964,2023-02-22 21:00:09,Medium Chai Latte,2,3.95,7.9
12965,2023-02-22 21:34:34,Large Latte,1,4.11,4.11
12966,2023-02-23 00:30:02,Ham & Cheese Croissant,1,5.5,5.5
12967,2023-02-23 02:45:38,Small Cappuccino,1,2.95,2.95
12968,2023-02-23 04:11:42,Medium Berry Blast,2,4.51,9.02
12969,2023-02-23 04:30:46,Large Earl Grey,1,3.52,3.52
12970,2023-02-23 06:17:35,Medium Cappuccino,1,3.4,3.4
12971,2023-02-23 06:20:14,Large Green Tea,1,2.64,2.64
12972,2023-02-23 07:06:06,Medium Earl Grey,5,2.38,11.9
12973,2023-02-23 07:13:46,Small Latte,2,3.42,6.84
12974,2023-02-23 07:15:21,Large Latte,1,4.46,4.46
12975,2023-02-23 07:21:34,Medium Cappuccino,3,3.92,11.76
12976,2023-02-23 07:32:46,Large Berry Blast,2,5.17,9.31
12977,2023-02-23 07:34:43,Medium Americano,4,2.91,10.48
12978,2023-02-23 07:38:57,Large Cappuccino,1,4.51,4.51
12979,2023-02-23 07:46:26,Vegan Falafel Wrap,3,6.48,15.459999999999999
12980,2023-02-23 08:01:32,Small Mocha,2,3.32,6.64
12981,2023-02-23 08:24:24,Croissant,2,2.38,4.76
12982,2023-02-23 08:53:27,Small Latte,1,3.84,3.84
12983,2023-02-23 08:55:14,Ham & Cheese Croissant,3,5.22,15.459999999999999
12984,2023-02-23 09:02:43,Medium Green Tea,3,3.5,10.5
12985,2023-02-23 09:16:54,Large Cappuccino,2,4.11,8.22
12986,2023-02-23 09:17:18,Large Latte,1,3.77,3.77
12987,2023-02-23 09:29:19,Medium Green Tea,4,3.43,13.72
12988,2023-02-23 09:34:53,Large Americano,1,3.28,3.12
12989,2023-02-23 09:54:58,Small Cappuccino,1,3.89,3.89
12990,2023-02-23 10:09:51,Large Green Tea,1,2.92,2.92
12991,2023-02-23 10:25:02,Large Earl Grey,1,3.14,3.14
12992,2023-02-23 10:30:43,Chicken & Avocado Wrap,1,6.11,6.11
12993,2023-02-23 10:38:10,Tote Bag,2,17.81,15.459999999999999
12994,2023-02-23 10:39:05,Large Mocha,3,5.72,15.459999999999999
12995,2023-02-23 10:45:07,Large Mocha,1,4.42,4.42
12996,2023-02-23 10:58:32,Tote Bag,1,13.68,13.68
12997,2023-02-23 11:43:10,Blueberry Muffin,2,3.45,5.52
12998,2023-02-23 11:57:03,Large Americano,1,2.83,2.26
12999,2023-02-23 12:00:30,Chocolate Chip Cookie,1,1.88,1.88
13000,2023-02-23 12:03:55,Medium Mocha,1,4.41,4.41
13001,2023-02-23 12:05:05,Chocolate Chip Cookie,1,1.64,1.64
13002,2023-02-23 12:12:43,Medium Mocha,1,4.28,4.28
13003,2023-02-23 12:18:29,Large Americano,1,3.35,3.35
13004,2023-02-23 12:38:44,Ham & Cheese Croissant,1,5.76,5.76
13005,2023-02-23 13:03:21,Small Americano,1,2.83,2.83
13006,2023-02-23 13:48:49,Small Latte,4,3.96,15.459999999999999
13007,2023-02-23 14:03:59,Chicken & Avocado Wrap,1,7.02,7.02
13008,2023-02-23 14:21:35,Chocolate Chip Cookie,1,1.84,1.84
13009,2023-02-23 14:44:27,Medium Berry Blast,1,5.87,4.99
13010,2023-02-23 14:44:40,Medium Green Tea,1,3.02,3.02
13011,2023-02-23 15:12:38,Medium Berry Blast,1,5.5,5.5
13012,2023-02-23 15:25:15,Small Green Tea,1,2.05,2.05
13013,2023-02-23 15:44:50,Large Mocha,2,5.1,10.2
13014,2023-02-23 15:46:52,Medium Americano,1,2.46,2.21
13015,2023-02-23 16:30:17,Medium Cappuccino,1,4.32,4.32
13016,2023-02-23 16:38:41,Large Mocha,1,5.1,4.59
13017,2023-02-23 16:56:18,Single Espresso,2,2.84,5.68
13018,2023-02-23 17:07:07,Large Mocha,1,4.78,4.78
13019,2023-02-23 17:09:01,Croissant,1,3.06,2.75
13020,2023-02-23 17:13:55,Small Chai Latte,1,3.8,3.8
13021,2023-02-23 19:08:12,Medium Mocha,1,4.27,4.27
13022,2023-02-23 19:10:51,Large Mocha,2,5.72,11.44
13023,2023-02-23 19:31:02,Large Americano,1,2.93,2.93
13024,2023-02-23 20:38:35,Large Americano,1,2.93,2.93
13025,2023-02-23 21:51:43,Medium Earl Grey,1,2.8,2.8
13026,2023-02-23 22:23:45,Medium Berry Blast,1,6.05,6.05
13027,2023-02-24 00:20:44,Small Cappuccino,1,3.89,3.89
13028,2023-02-24 01:25:15,Large Mocha,1,4.26,4.26
13029,2023-02-24 05:31:52,Small Green Tea,5,2.3,11.5
13030,2023-02-24 06:25:03,Small Matcha Latte,1,4.66,4.66
13031,2023-02-24 06:26:08,Small Green Tea,2,2.3,4.6
13032,2023-02-24 06:40:27,Medium Chai Latte,2,4.12,8.24
13033,2023-02-24 07:34:37,Medium Cappuccino,1,3.68,3.68
13034,2023-02-24 07:36:17,Large Americano,2,3.8,6.84
13035,2023-02-24 07:48:36,Small Chai Latte,2,4.05,8.1
13036,2023-02-24 07:51:47,Large Cappuccino,1,4.91,4.91
13037,2023-02-24 08:02:08,Blueberry Muffin,1,2.74,2.74
13038,2023-02-24 08:05:28,Single Espresso,3,3.13,9.39
13039,2023-02-24 08:11:15,Small Green Tea,1,2.7,2.7
13040,2023-02-24 08:14:00,Large Chai Latte,1,4.61,4.61
13041,2023-02-24 08:24:33,Chocolate Chip Cookie,1,1.64,1.64
13042,2023-02-24 08:27:53,Large Matcha Latte,1,4.89,4.89
13043,2023-02-24 08:46:15,Medium Earl Grey,1,2.38,2.38
13044,2023-02-24 08:46:33,Large Berry Blast,1,6.11,6.11
13045,2023-02-24 08:50:31,Small Latte,2,4.41,8.82
13046,2023-02-24 08:52:39,Large Cappuccino,3,4.32,12.96
13047,2023-02-24 09:19:01,Large Mocha,1,5.55,5.0
13048,2023-02-24 09:25:15,Blueberry Muffin,1,3.14,2.51
13049,2023-02-24 09:35:58,Double Espresso,1,2.81,2.81
13050,2023-02-24 09:37:02,Large Mocha,2,5.98,11.96
13051,2023-02-24 09:47:04,Medium Green Tea,1,2.38,2.14
13052,2023-02-24 09:55:13,Large Americano,1,2.83,2.83
13053,2023-02-24 10:57:12,Small Chai Latte,4,3.23,12.92
13054,2023-02-24 10:57:43,Large Americano,1,2.93,2.93
13055,2023-02-24 11:13:58,Chicken & Avocado Wrap,3,7.02,15.459999999999999
13056,2023-02-24 11:26:56,Medium Chai Latte,1,3.57,3.57
13057,2023-02-24 11:56:41,Scone,1,2.16,2.16
13058,2023-02-24 12:24:04,Single Espresso,3,2.39,7.17
13059,2023-02-24 13:18:24,Small Mocha,1,3.44,3.44
13060,2023-02-24 13:51:24,Croissant,1,2.05,2.05
13061,2023-02-24 13:52:03,Small Green Tea,2,2.7,5.4
13062,2023-02-24 13:55:26,Medium Green Tea,2,2.66,5.32
13063,2023-02-24 14:07:00,Large Matcha Latte,2,4.78,9.56
13064,2023-02-24 14:08:23,Large Berry Blast,1,6.17,6.17
13065,2023-02-24 14:21:59,Croissant,1,2.7,2.7
13066,2023-02-24 15:00:39,Chicken & Avocado Wrap,1,6.11,6.11
13067,2023-02-24 15:08:47,Medium Matcha Latte,1,4.27,4.27
13068,2023-02-24 15:36:21,Small Latte,1,3.53,3.53
13069,2023-02-24 15:37:07,Medium Matcha Latte,1,4.37,4.37
13070,2023-02-24 15:49:08,Double Espresso,2,2.67,5.34
13071,2023-02-24 15:58:40,Small Green Tea,1,2.28,2.28
13072,2023-02-24 16:00:23,Blueberry Muffin,1,2.55,2.55
13073,2023-02-24 16:05:41,Large Matcha Latte,1,4.29,3.86
13074,2023-02-24 18:00:23,Ham & Cheese Croissant,2,6.05,12.1
13075,2023-02-24 18:17:53,Large Matcha Latte,1,4.78,4.78
13076,2023-02-24 18:24:59,Small Green Tea,1,2.75,2.75
13077,2023-02-24 19:02:25,Small Chai Latte,1,3.69,3.69
13078,2023-02-24 20:10:03,Small Earl Grey,1,2.12,2.12
13079,2023-02-24 20:28:00,Large Americano,1,3.61,3.61
13080,2023-02-24 20:47:34,Single Espresso,1,2.9,2.32
13081,2023-02-24 21:48:04,Large Chai Latte,1,5.33,5.33
13082,2023-02-25 00:02:08,Blueberry Muffin,1,2.82,2.82
13083,2023-02-25 00:07:31,Large Americano,1,2.93,2.93
13084,2023-02-25 03:39:45,Ham & Cheese Croissant,1,6.05,5.14
13085,2023-02-25 04:16:21,Large Green Tea,1,3.2,3.2
13086,2023-02-25 05:22:58,Small Green Tea,1,2.42,1.94
13087,2023-02-25 05:25:25,Large Earl Grey,1,3.46,3.46
13088,2023-02-25 05:45:35,Scone,1,2.09,2.09
13089,2023-02-25 06:04:23,Chocolate Chip Cookie,1,1.84,1.84
13090,2023-02-25 06:27:01,Medium Berry Blast,1,4.51,4.51
13091,2023-02-25 06:34:27,Blueberry Muffin,1,2.85,2.85
13092,2023-02-25 07:10:38,Single Espresso,3,3.04,8.21
13093,2023-02-25 07:12:22,Large Latte,4,4.82,15.459999999999999
13094,2023-02-25 07:18:59,Scone,1,1.81,1.63
13095,2023-02-25 07:19:34,Small Green Tea,4,2.7,10.8
13096,2023-02-25 07:26:57,Large Latte,8,5.29,15.459999999999999
13097,2023-02-25 07:29:48,Medium Americano,1,3.24,3.24
13098,2023-02-25 07:38:24,Medium Americano,1,2.46,2.46
13099,2023-02-25 07:42:20,Small Latte,4,3.38,13.52
13100,2023-02-25 07:48:21,Medium Berry Blast,1,4.67,4.67
13101,2023-02-25 07:50:43,Small Latte,4,3.6,14.4
13102,2023-02-25 07:55:29,Small Cappuccino,2,3.49,6.98
13103,2023-02-25 08:01:40,Chocolate Chip Cookie,1,2.1,1.89
13104,2023-02-25 08:10:55,Large Americano,1,3.68,3.31
13105,2023-02-25 08:11:25,Coffee Mug,3,15.0,15.459999999999999
13106,2023-02-25 08:14:54,Croissant,1,3.12,3.12
13107,2023-02-25 08:15:51,Blueberry Muffin,2,3.45,6.9
13108,2023-02-25 08:16:51,Large Chai Latte,6,4.7,15.459999999999999
13109,2023-02-25 08:26:06,Vegan Falafel Wrap,1,6.48,6.48
13110,2023-02-25 08:32:05,Medium Latte,4,3.4,13.6
13111,2023-02-25 08:41:52,Medium Latte,2,3.76,7.52
13112,2023-02-25 08:54:18,Scone,1,1.87,1.87
13113,2023-02-25 08:59:18,Ham & Cheese Croissant,1,5.39,4.85
13114,2023-02-25 09:01:38,Small Latte,5,3.38,15.459999999999999
13115,2023-02-25 09:02:20,Small Earl Grey,4,2.5,9.0
13116,2023-02-25 09:03:20,Large Latte,1,3.77,3.77
13117,2023-02-25 09:09:48,Tote Bag,2,13.8,15.459999999999999
13118,2023-02-25 09:13:18,Medium Cappuccino,2,4.32,8.64
13119,2023-02-25 09:15:40,Small Mocha,2,3.44,6.88
13120,2023-02-25 09:18:28,Medium Mocha,2,4.37,8.74
13121,2023-02-25 09:18:44,Small Mocha,7,3.73,15.459999999999999
13122,2023-02-25 09:21:14,Small Cappuccino,2,2.95,5.9
13123,2023-02-25 09:22:40,Medium Green Tea,2,2.3,4.14
13124,2023-02-25 09:23:08,Small Matcha Latte,1,3.81,3.81
13125,2023-02-25 09:35:38,Small Matcha Latte,2,3.32,6.64
13126,2023-02-25 10:01:09,Small Chai Latte,2,3.69,7.38
13127,2023-02-25 10:12:49,Large Cappuccino,1,3.77,3.77
13128,2023-02-25 10:38:23,Large Mocha,2,5.2,10.4
13129,2023-02-25 10:51:04,Small Earl Grey,3,2.45,7.35
13130,2023-02-25 11:01:08,Medium Latte,1,3.4,3.4
13131,2023-02-25 11:12:43,Large Cappuccino,2,3.91,7.82
13132,2023-02-25 11:24:00,Medium Latte,1,3.65,3.65
13133,2023-02-25 11:37:08,Small Green Tea,1,2.67,2.67
13134,2023-02-25 11:39:31,Vegan Falafel Wrap,1,5.1,5.1
13135,2023-02-25 11:44:26,Chicken & Avocado Wrap,2,8.12,15.459999999999999
13136,2023-02-25 11:55:40,Large Americano,6,2.93,15.459999999999999
13137,2023-02-25 12:23:01,Double Espresso,2,3.09,6.18
13138,2023-02-25 12:35:07,Ham & Cheese Croissant,2,5.23,10.46
13139,2023-02-25 12:58:25,Double Espresso,1,2.76,2.76
13140,2023-02-25 13:07:36,Double Espresso,2,2.9,5.8
13141,2023-02-25 13:56:53,Small Americano,2,2.65,5.3
13142,2023-02-25 14:07:35,Large Latte,1,3.91,3.91
13143,2023-02-25 14:10:44,Large Americano,1,2.84,2.84
13144,2023-02-25 15:02:03,Medium Latte,1,3.69,3.69
13145,2023-02-25 15:23:09,Blueberry Muffin,2,2.85,5.7
13146,2023-02-25 15:23:32,Double Espresso,1,3.33,3.33
13147,2023-02-25 15:51:26,Croissant,1,2.67,2.67
13148,2023-02-25 16:23:36,Large Berry Blast,1,5.92,5.92
13149,2023-02-25 16:29:44,Chicken & Avocado Wrap,1,6.94,6.94
13150,2023-02-25 17:18:47,Small Chai Latte,1,3.12,3.12
13151,2023-02-25 17:28:00,Medium Americano,1,3.0,3.0
13152,2023-02-25 17:53:08,Large Berry Blast,1,5.35,5.35
13153,2023-02-25 18:17:40,Large Mocha,1,4.94,4.94
13154,2023-02-25 18:22:33,Scone,1,2.07,1.97
13155,2023-02-25 23:52:31,Small Cappuccino,1,3.96,3.96
13156,2023-02-26 00:05:48,Chocolate Chip Cookie,1,2.3,2.3
13157,2023-02-26 00:11:15,Medium Berry Blast,2,6.33,12.66
13158,2023-02-26 00:36:16,Large Americano,6,3.17,15.459999999999999
13159,2023-02-26 01:07:36,Large Green Tea,1,3.46,3.46
13160,2023-02-26 01:20:27,Large Earl Grey,1,3.2,3.2
13161,2023-02-26 01:45:38,Double Espresso,1,2.9,2.9
13162,2023-02-26 02:38:23,Single Espresso,1,2.9,2.9
13163,2023-02-26 05:34:16,Small Americano,2,2.21,4.42
13164,2023-02-26 05:45:25,Small Earl Grey,1,2.06,2.06
13165,2023-02-26 05:47:44,Large Latte,1,3.91,3.91
13166,2023-02-26 06:19:54,Large Latte,2,5.06,10.12
13167,2023-02-26 06:29:37,Vegan Falafel Wrap,1,5.7,5.7
13168,2023-02-26 07:03:20,Medium Americano,1,2.68,2.68
13169,2023-02-26 07:15:54,Large Berry Blast,2,5.92,11.84
13170,2023-02-26 07:23:08,Medium Mocha,6,4.86,15.459999999999999
13171,2023-02-26 07:40:05,Large Earl Grey,2,2.62,5.24
13172,2023-02-26 08:12:54,Ham & Cheese Croissant,9,6.05,15.459999999999999
13173,2023-02-26 08:23:13,Chicken & Avocado Wrap,1,5.93,5.93
13174,2023-02-26 08:25:35,Vegan Falafel Wrap,4,6.4,15.459999999999999
13175,2023-02-26 09:03:22,Chocolate Chip Cookie,1,1.9,1.9
13176,2023-02-26 09:15:12,Medium Chai Latte,1,3.57,3.21
13177,2023-02-26 09:24:16,Small Cappuccino,1,3.96,3.96
13178,2023-02-26 09:31:16,Single Espresso,2,2.67,5.34
13179,2023-02-26 09:33:28,Coffee Mug,3,12.96,15.459999999999999
13180,2023-02-26 09:33:40,Large Matcha Latte,1,6.37,5.73
13181,2023-02-26 09:47:59,Large Americano,6,3.68,15.459999999999999
13182,2023-02-26 09:56:20,Medium Berry Blast,2,6.33,12.66
13183,2023-02-26 10:03:49,Large Latte,1,3.91,3.91
13184,2023-02-26 11:07:35,Coffee Mug,2,11.28,15.459999999999999
13185,2023-02-26 11:27:21,Double Espresso,1,2.84,2.84
13186,2023-02-26 11:30:54,Large Green Tea,1,2.94,2.94
13187,2023-02-26 12:00:23,Large Americano,1,3.68,3.68
13188,2023-02-26 12:11:16,Medium Matcha Latte,2,4.41,8.82
13189,2023-02-26 12:36:11,Small Earl Grey,2,2.62,5.24
13190,2023-02-26 12:36:34,Large Americano,1,3.73,3.73
13191,2023-02-26 12:37:13,Medium Latte,2,3.69,7.38
13192,2023-02-26 12:51:20,Tote Bag,1,13.82,13.82
13193,2023-02-26 13:03:45,Large Matcha Latte,2,6.17,12.34
13194,2023-02-26 13:10:01,Chocolate Chip Cookie,2,2.16,4.32
13195,2023-02-26 13:36:03,Medium Berry Blast,1,4.53,4.3
13196,2023-02-26 13:41:59,Small Cappuccino,1,3.31,3.31
13197,2023-02-26 13:43:46,Chicken & Avocado Wrap,1,5.99,5.99
13198,2023-02-26 14:00:04,Medium Mocha,1,4.86,4.86
13199,2023-02-26 14:25:27,Medium Earl Grey,1,2.58,2.58
13200,2023-02-26 14:27:31,Medium Latte,1,4.32,4.32
13201,2023-02-26 14:46:05,Small Americano,2,2.48,4.96
13202,2023-02-26 14:51:06,Large Green Tea,1,3.52,3.52
13203,2023-02-26 15:00:51,Small Green Tea,1,2.3,2.3
13204,2023-02-26 15:13:15,Small Chai Latte,3,3.46,10.38
13205,2023-02-26 15:15:13,Large Matcha Latte,1,5.62,5.62
13206,2023-02-26 15:24:56,Ham & Cheese Croissant,1,4.91,4.42
13207,2023-02-26 15:28:14,Ham & Cheese Croissant,2,4.51,8.12
13208,2023-02-26 15:44:58,Medium Latte,1,4.19,4.19
13209,2023-02-26 15:46:29,Large Latte,1,3.77,3.77
13210,2023-02-26 16:27:31,Small Chai Latte,2,4.51,9.02
13211,2023-02-26 16:41:06,Small Cappuccino,1,3.89,3.89
13212,2023-02-26 16:43:29,Medium Earl Grey,1,2.93,2.93
13213,2023-02-26 16:46:47,Vegan Falafel Wrap,4,6.9,15.459999999999999
13214,2023-02-26 16:59:47,Croissant,1,2.3,2.07
13215,2023-02-26 17:19:04,Small Green Tea,1,2.05,2.05
13216,2023-02-26 17:35:29,Large Latte,1,5.29,5.29
13217,2023-02-26 18:37:20,Large Americano,1,3.68,3.68
13218,2023-02-26 20:30:51,Small Chai Latte,1,3.72,3.72
13219,2023-02-26 21:06:43,Ham & Cheese Croissant,1,6.05,6.05
13220,2023-02-26 21:19:28,Medium Cappuccino,3,3.8,11.4
13221,2023-02-26 21:40:42,Small Latte,2,3.84,7.68
13222,2023-02-27 02:35:58,Large Green Tea,3,3.01,9.03
13223,2023-02-27 03:38:44,Medium Latte,1,3.8,3.8
13224,2023-02-27 05:15:39,Medium Americano,1,3.14,3.14
13225,2023-02-27 07:10:14,Double Espresso,2,3.33,5.99
13226,2023-02-27 07:10:28,Small Earl Grey,2,2.3,4.6
13227,2023-02-27 07:19:31,Blueberry Muffin,4,2.82,11.28
13228,2023-02-27 07:30:13,Medium Americano,3,2.85,8.55
13229,2023-02-27 07:37:41,Medium Latte,3,5.0,15.0
13230,2023-02-27 07:44:45,Medium Matcha Latte,2,4.27,8.54
13231,2023-02-27 07:50:43,Large Latte,2,3.91,7.82
13232,2023-02-27 08:10:52,Small Matcha Latte,4,3.85,15.4
13233,2023-02-27 08:11:55,Scone,1,2.09,2.09
13234,2023-02-27 09:08:13,Large Green Tea,2,3.41,6.82
13235,2023-02-27 09:15:48,Large Latte,1,4.37,4.37
13236,2023-02-27 09:36:55,Medium Cappuccino,5,4.32,15.459999999999999
13237,2023-02-27 10:00:04,Double Espresso,9,2.84,15.459999999999999
13238,2023-02-27 10:12:14,Small Green Tea,2,2.28,4.56
13239,2023-02-27 10:16:02,Small Chai Latte,1,4.51,4.51
13240,2023-02-27 10:30:58,Large Americano,1,3.68,3.68
13241,2023-02-27 10:36:06,Small Americano,4,2.62,10.48
13242,2023-02-27 10:39:55,Blueberry Muffin,1,2.85,2.85
13243,2023-02-27 10:41:09,Large Americano,3,3.61,10.83
13244,2023-02-27 10:48:51,Medium Cappuccino,1,3.8,3.8
13245,2023-02-27 11:08:13,Large Cappuccino,1,4.32,4.32
