customer_id,customer_gender,customer_age_group,loyalty_member
dl91tkec,Female,18-24,True
pa8d5zan,Female,45-54,False
c0x0czk9,Female,18-24,False
ypegp1fr,Female,25-34,False
k1nzn7dr,Male,45-54,False
sgew9u62,Male,25-34,False
bx8p4jl6,Female,55-64,False
o8vswskv,Male,45-54,False
6negwqkb,Male,25-34,False
j2ktmaln,Female,18-24,False
a7beecot,Male,65+,True
3y3tdhhi,Female,55-64,False
rdqth8ec,Male,55-64,True
ab4h8y2y,Male,55-64,False
bqugz079,Female,35-44,True
wonn7kyx,Female,35-44,True
yp18maw6,Male,35-44,False
gmricv9p,Female,45-54,False
ef45i1rf,Male,35-44,False
sahilnt6,Female,65+,True
gqjwd2d5,Male,55-64,True
13j0kklc,Female,35-44,True
4srtrbm4,Male,65+,False
tmbgyoip,Female,55-64,False
fmojmxzz,Female,45-54,True
8rnvlfeq,Male,55-64,True
kxru850o,Male,65+,False
4zuadjc6,Male,18-24,False
i0d77jyp,Unknown,55-64,False
f9mqpsym,Male,45-54,False
48gzenxy,Male,25-34,False
t0hbl1jq,Male,45-54,True
a5uq45ay,Male,55-64,True
3unij0r7,Female,65+,False
eljed720,Female,18-24,False
d3a4xck3,Male,25-34,True
584t4wcn,Female,45-54,True
7nfcdi3e,Female,65+,True
hdnw4y2s,Female,65+,True
vzcscnsv,Female,65+,False
osv037nk,Male,Unknown,False
160qd1to,Female,65+,False
svj8jgoi,Female,45-54,True
y6nz8x24,Male,18-24,False
bldtus7n,Female,65+,False
rr7gmmqn,Male,45-54,True
u77f1iut,Male,18-24,False
tl28kg2i,Male,25-34,False
zham72mw,Female,25-34,True
vtlzcyoj,Female,18-24,True
6v0pwv2r,Unknown,55-64,False
y4k8pf4w,Female,55-64,False
vp3b3h2y,Male,65+,False
yhzw8qjk,Female,25-34,False
88k6xjop,Female,55-64,True
eh2yovpz,Male,35-44,False
5scrc8i1,Female,25-34,False
30llthmt,Male,45-54,True
rxljllfs,Male,35-44,False
l41hly49,Male,35-44,True
kx70pjwk,Female,45-54,False
xhn29e9n,Male,35-44,False
hunpeb5o,Male,45-54,True
6ij75pbu,Male,35-44,False
zhdd49h0,Male,55-64,False
bihtqx6y,Female,55-64,True
v5slr4h3,Male,55-64,False
zdewrkh9,Female,55-64,False
6co53d77,Female,55-64,True
g2z46eh1,Unknown,25-34,False
fzhxsi13,Male,25-34,False
isfhvl85,Male,25-34,False
1wdj9978,Female,45-54,True
tyrm314l,Male,55-64,False
ybrq2ey3,Female,Unknown,False
ofam1k1e,Female,25-34,False
vx4h9lx6,Male,55-64,False
b61kpfii,Non-binary,18-24,False
zo0l80vs,Female,Unknown,False
c51o0bn4,Female,45-54,False
06hmq31y,Female,35-44,True
zcvt2xbd,Male,Unknown,False
e5ezdqvs,Male,45-54,True
6fc4w408,Unknown,45-54,False
ry37i905,Female,Unknown,False
h2ohhmv6,Female,45-54,False
8lvi8u93,Female,35-44,True
i6maskr9,Female,55-64,False
iuqsnqrf,Male,65+,False
d150a880,Male,25-34,False
sw56385w,Female,45-54,False
c4x4l7li,Unknown,35-44,False
0rla0v2c,Male,Unknown,False
z86ilh98,Male,25-34,False
kxxky99d,Male,35-44,True
tncgeuwp,Female,55-64,False
uuge7xot,Female,25-34,False
o51atlh9,Female,45-54,True
r67afy7t,Male,55-64,False
5wrd7ljc,Male,65+,False
7cmngrmm,Male,45-54,False
ul4d9qva,Male,Unknown,False
i2wvdfhq,Male,25-34,False
gmo1tapo,Female,45-54,False
a5qxm4kh,Female,35-44,False
x3s3gxed,Female,65+,False
st1tthcq,Male,25-34,True
ft26149c,Female,25-34,True
ecdxosro,Female,45-54,False
6us957qw,Female,45-54,False
fzxtgys2,Male,35-44,False
f8wfgcmr,Prefer not to say,35-44,False
mx5p1ec2,Male,25-34,False
2ev6dpw3,Female,25-34,False
d5twrqly,Male,35-44,True
657bgcxv,Unknown,35-44,False
wazz5quu,Unknown,35-44,False
bm1dbqd5,Male,25-34,False
w40vcd97,Prefer not to say,25-34,False
lu4fxp6d,Female,35-44,False
i8np9ivd,Male,55-64,False
p7xuj7eq,Male,35-44,True
hrwgynjj,Male,18-24,False
iz8mxedj,Male,45-54,True
yrrwq0ge,Female,35-44,False
qru62152,Male,18-24,False
4vcxoidp,Male,65+,False
bq31m56k,Female,35-44,True
g8max1yf,Male,55-64,False
a24loe5k,Male,18-24,False
ugfmhr9e,Unknown,35-44,False
7p88528v,Male,25-34,False
iqijktc8,Female,35-44,True
cbyoa3gr,Male,18-24,False
1d0kpkbs,Unknown,25-34,False
t5rnogdj,Non-binary,65+,True
9pwo5u5h,Male,18-24,False
hrpn4vqg,Unknown,45-54,False
c6bmkjrl,Female,45-54,False
eteoji63,Prefer not to say,25-34,True
yf1bjve8,Male,Unknown,False
wi8fy8hs,Female,65+,False
u9hofa3s,Female,45-54,False
p104nv3e,Female,45-54,False
wx5za7mf,Male,18-24,False
w94ss3o0,Male,18-24,False
y5dm5by1,Female,35-44,False
5k1ed7u2,Unknown,45-54,False
98kobp5z,Female,25-34,True
k2au5nzy,Female,25-34,True
oem92sjh,Female,25-34,False
yghar6et,Female,18-24,False
d3r1d22s,Unknown,18-24,False
p5q9eidn,Female,35-44,False
7pc3o4ap,Male,18-24,False
ne1mk4qc,Male,35-44,True
v25fn6l6,Male,65+,False
rspurdfm,Female,55-64,True
kt3ymah0,Female,45-54,True
et6hp5pe,Female,55-64,True
ta72d92e,Male,25-34,True
oas4d4ir,Male,55-64,True
zpm022ak,Female,45-54,False
hip8hm6l,Female,35-44,True
t124dm87,Unknown,55-64,False
b3cs7nwl,Female,45-54,True
9qogmnn0,Female,45-54,False
oxqko11c,Male,25-34,False
9asahjwi,Female,45-54,False
1v45bolf,Male,Unknown,False
a0s2k62e,Female,25-34,False
adg9tmwb,Female,35-44,False
0ugo78y4,Female,25-34,False
6uomi999,Female,18-24,True
pj7kw6xx,Male,25-34,False
pe93zu3u,Male,25-34,True
qy7za2j0,Unknown,35-44,False
v4p53ajf,Prefer not to say,25-34,False
qie0paok,Male,55-64,False
ygia10p3,Male,55-64,True
m8d35r9f,Male,18-24,False
xv1ouiio,Female,18-24,True
ffwp7g76,Female,35-44,False
rf6sc2sb,Female,25-34,False
u2d2crpq,Male,18-24,False
quwaktmg,Male,35-44,False
yfcec8dk,Male,25-34,False
rosutugh,Female,Unknown,False
3hj1zp2y,Male,45-54,True
e66tkvve,Male,18-24,True
eyrmbmpt,Male,35-44,False
iuz5olce,Male,Unknown,False
s6r9ew89,Female,45-54,True
cd0kvv7m,Unknown,25-34,False
ggor8j0e,Female,45-54,False
vvcudaha,Female,35-44,True
2rkj2lbt,Female,35-44,False
k5pxobzm,Female,35-44,False
zjg8cn7q,Female,18-24,False
b7jwuwkk,Female,18-24,True
62ptuml6,Female,35-44,False
o3sqz7zu,Male,55-64,False
bersc8uj,Female,55-64,True
nx2gsizd,Male,18-24,False
515y4wqq,Male,35-44,False
6fv7oiy2,Male,35-44,False
lsn6mhla,Male,25-34,True
ni24vu65,Female,45-54,False
vri0a9xt,Male,45-54,False
86tc5lol,Male,18-24,False
nyyfevb5,Female,55-64,True
bkhphz35,Male,18-24,False
g7q9rxnq,Prefer not to say,25-34,False
5jf8lx7c,Male,25-34,False
iiq6j8p6,Prefer not to say,35-44,True
xvfpww23,Male,65+,False
gc2exptx,Male,25-34,True
0f43iqqc,Male,65+,True
3zfpn1bb,Male,25-34,False
8t9l3bku,Male,35-44,True
9j6hdbkt,Male,35-44,False
ost218az,Male,65+,True
outm79gw,Male,35-44,False
ggucv1fd,Female,18-24,True
hifvwhnk,Male,Unknown,False
12xppgfe,Non-binary,18-24,False
33cnjzbp,Female,65+,False
yh44tz20,Male,35-44,False
r5n8rbe8,Unknown,35-44,False
8uwlqzao,Female,45-54,False
lujw0h5h,Female,25-34,False
y4749yqf,Male,55-64,False
baa2cqva,Female,18-24,False
5t24rdab,Female,45-54,False
wchj8x7n,Male,35-44,False
5sbjc4r5,Female,25-34,False
nkuul6lm,Male,35-44,False
gjbpc8s3,Unknown,65+,False
rbew2tly,Male,55-64,True
9i9k4cd0,Female,35-44,True
nrnlb6s7,Female,35-44,False
kygtvwwu,Male,35-44,False
bgd4rhkq,Female,25-34,False
feaynug3,Female,25-34,False
oedda9hs,Female,35-44,False
yce8ogl4,Male,18-24,True
mddgytwr,Male,65+,True
htfzb49a,Unknown,45-54,False
ap51mzj9,Male,45-54,True
9lp5skr8,Male,18-24,True
2c4bqbj3,Male,25-34,False
6u6z1nw5,Male,Unknown,False
1wqtrz18,Male,35-44,True
qu0qi7n2,Male,18-24,False
nmj3yh2a,Female,35-44,True
nd6mlhbc,Prefer not to say,35-44,True
zfnmffu4,Male,35-44,True
1o1vyohy,Male,35-44,False
aydvswu0,Male,25-34,False
zq1nvi3m,Female,35-44,False
guqt6vej,Female,25-34,False
iam14il5,Female,18-24,True
s70fpyg6,Female,55-64,False
x2dqzbdf,Female,45-54,False
4wurn6ph,Female,55-64,False
ime1i3sa,Male,65+,False
9fb0aqt8,Female,35-44,True
g7r9ann4,Male,65+,True
rx9zxofq,Female,55-64,True
k1o7i0ix,Male,65+,False
85k7nzvs,Unknown,55-64,False
kat9hcg2,Female,18-24,False
m0bpdoov,Female,45-54,True
7z4rpkj6,Male,35-44,True
yxiwwcx8,Female,25-34,False
ke2ojb5u,Female,18-24,True
akx57x8y,Female,35-44,True
m9ua0bb3,Male,35-44,False
vjwmpr3s,Male,25-34,True
2lkyeb1u,Female,25-34,False
eg8treq5,Male,25-34,True
hh1bszsc,Female,25-34,True
2sr2nxyz,Male,35-44,True
322pcqoq,Male,35-44,False
lgsmalvl,Female,55-64,False
zhlpa1hv,Female,35-44,True
66q8i2ay,Male,35-44,True
ndrwe3j9,Female,35-44,True
qo8ncs0x,Male,45-54,False
vo5rptp8,Male,18-24,False
dq655cvb,Male,65+,False
msl5ji1c,Male,65+,True
p81s4y5m,Male,35-44,False
6gbk2lfa,Male,45-54,True
4hf4ts2d,Male,55-64,False
ngyjru0w,Female,35-44,False
ru24o3vh,Male,55-64,False
lg9w3877,Male,25-34,False
v4zw60vc,Female,35-44,False
8xiikyei,Female,35-44,True
pacwqdmy,Male,45-54,True
dh1tnhr4,Male,25-34,True
abidz5me,Male,25-34,False
nqim3ztt,Unknown,45-54,False
ki69zlvs,Male,18-24,False
m6dkom91,Non-binary,35-44,True
m3vm6j59,Male,25-34,True
e6i1dnhl,Male,55-64,False
z31o2zrp,Female,65+,False
r1h8ntka,Unknown,45-54,False
arxy0dj4,Female,18-24,False
ivjnxe9a,Female,25-34,False
6dlgjvmr,Unknown,35-44,False
wp6hwuno,Male,65+,True
jszmt43u,Male,18-24,True
0ii93uyg,Female,18-24,False
isfxzicu,Female,35-44,False
22rtbg6w,Male,25-34,False
kzzp40ul,Male,45-54,False
3xhqekac,Female,65+,True
1mme501b,Female,65+,True
d7ikvnm9,Female,45-54,True
kqqoe45n,Male,35-44,False
xfftem6g,Male,45-54,False
kt46hnvu,Male,25-34,False
3cmu756k,Female,35-44,False
mchcvlcr,Male,25-34,False
7y08jyhl,Unknown,25-34,False
1bw6clfk,Female,Unknown,False
0m8ti2re,Male,55-64,False
q1nkybq6,Male,25-34,False
24ucvd32,Male,65+,True
hcnvwgzl,Male,55-64,False
cni7e1jm,Male,55-64,True
5rl321ie,Male,25-34,True
lbrie194,Female,65+,True
rvsq118u,Male,35-44,True
egd0xpac,Female,Unknown,False
mos7rm80,Female,45-54,True
eho032lb,Female,65+,True
ncuzeptt,Male,45-54,False
scguvrp9,Female,18-24,True
pzqbhkm9,Unknown,55-64,False
zklong7h,Female,45-54,False
8flmss4a,Unknown,25-34,False
rafk1reu,Male,35-44,False
45a5hjzr,Female,Unknown,False
odug6es7,Unknown,35-44,False
zhpo1pjz,Male,35-44,True
7qkjgufp,Female,55-64,True
0mkx5rht,Male,18-24,False
yadlh2u4,Female,18-24,False
l1q6ev9y,Female,Unknown,False
1vgrpi4a,Male,35-44,False
gp8arcgc,Male,25-34,False
2zikoztp,Male,45-54,False
ki4yh0k8,Female,55-64,False
gxva9j7n,Female,18-24,False
izibu9rr,Male,18-24,False
7n4iqaq1,Female,65+,True
qojfsf5z,Female,Unknown,False
9ensmb76,Female,18-24,False
ljehqgmt,Female,25-34,False
lbuqd0o3,Male,35-44,True
g9yxo2aq,Female,55-64,True
ng5tdbo3,Female,35-44,False
212w2qfu,Male,65+,False
6ehhw84r,Female,55-64,True
qo20twhc,Male,65+,False
03im5q9n,Female,55-64,False
pwmk628d,Unknown,45-54,False
vt4chu29,Male,25-34,True
dpv1iw6b,Male,25-34,False
2unolcik,Female,25-34,False
jyels8fp,Female,25-34,False
4ld2m5tw,Female,65+,True
t1c58sfl,Female,25-34,False
oc44ki4l,Male,35-44,False
iiwxrwya,Female,35-44,False
7s6r3flw,Female,35-44,False
purpdqe5,Female,65+,True
8xo2wtkp,Unknown,25-34,False
7tz42mhg,Female,65+,False
zh0m87ad,Male,25-34,False
tr7s8889,Female,35-44,False
oqr8st2j,Male,25-34,False
zqzh53a8,Male,35-44,True
m1ayf12p,Male,35-44,False
dlj1cbwn,Female,45-54,False
9mqqz3ef,Female,25-34,False
3qmyor47,Male,55-64,False
qyarukgd,Male,45-54,False
5iu56h67,Prefer not to say,65+,True
9uxdb3p3,Female,18-24,False
zqxker4y,Male,18-24,True
z2ft1mzx,Male,25-34,False
gtpcf4bk,Female,18-24,True
8iyufjig,Female,45-54,False
fpwidfsr,Female,25-34,False
r5ihzs6w,Male,25-34,False
t212cvvi,Male,55-64,False
uhlv4pwx,Female,Unknown,False
imvtm9oj,Prefer not to say,25-34,False
ua7c8iko,Male,55-64,False
adcx9852,Female,45-54,False
proh9mov,Female,35-44,False
mfeksene,Male,18-24,False
jt2zwepr,Female,35-44,False
rxzr8msv,Female,45-54,False
he0qh1xj,Male,25-34,False
3yk2qfhn,Female,45-54,True
ape7be8h,Male,45-54,True
jlvmbs5u,Male,65+,False
s45rz83v,Male,35-44,True
yj0su7uk,Male,35-44,False
dnib6oyx,Female,25-34,True
yfn6ygli,Female,55-64,False
j4bwcht8,Female,25-34,False
xjr69o1q,Female,55-64,True
ec12sqy7,Male,55-64,False
42crql14,Male,45-54,False
3zs3fgtn,Female,45-54,True
8mt3dmu3,Male,25-34,False
y1c7c916,Non-binary,35-44,False
8qn2ayff,Male,18-24,False
q71skl5m,Female,65+,False
jlkv7kix,Female,35-44,True
rst9h8lk,Female,Unknown,False
slzyc8r7,Male,18-24,False
l1gahy18,Female,45-54,False
41gl5z2j,Female,45-54,False
wutswvjr,Female,55-64,True
2wcrjan1,Male,65+,True
rclgojfs,Male,Unknown,False
5ykq2yhu,Female,18-24,False
zfs5324g,Female,45-54,True
2uawcxgy,Unknown,45-54,False
jh5uik4p,Male,25-34,False
m2te040h,Female,25-34,False
x1i4quz9,Male,55-64,False
rct9efuy,Female,25-34,True
e27xrnak,Female,Unknown,False
m8m4odo9,Female,Unknown,False
84nzd2a1,Unknown,45-54,False
oc20l86m,Unknown,55-64,False
3f144wsm,Male,18-24,False
fdmxqqf4,Female,35-44,True
6pye20br,Male,55-64,False
xzmw7jya,Male,65+,True
3y2co7c6,Non-binary,35-44,False
ryrl1tdf,Male,55-64,True
tqk0zg63,Male,25-34,False
lr077jy6,Male,45-54,False
a64q7knj,Female,18-24,True
6kwmbcm4,Female,35-44,False
ytup8v3d,Unknown,25-34,False
3b22mc58,Female,65+,False
7g0vq40f,Male,18-24,True
ks02w22e,Male,55-64,False
0kqg9dym,Male,45-54,True
9o88gxys,Male,35-44,False
a92bq11u,Male,Unknown,False
vtn7marl,Male,65+,False
3eors4bz,Male,25-34,True
i887vb5u,Female,25-34,False
phi35l3a,Female,35-44,True
lmegtpcb,Male,18-24,False
z0eryx85,Male,Unknown,False
50xw6rb6,Female,45-54,False
azfmvpld,Male,25-34,False
rd0l3ucv,Male,35-44,True
dp1m67d7,Female,35-44,False
8b7uruhg,Female,45-54,True
fdgp8d9p,Male,35-44,True
9di2ubtp,Female,45-54,True
1a77fuz9,Male,25-34,False
dpzuvbmy,Male,25-34,True
vm539srg,Female,35-44,False
n1sjc2yl,Female,25-34,True
sblo8x72,Male,Unknown,False
2fwqwsls,Unknown,65+,False
1jhuzun2,Female,35-44,False
r0otn0n0,Male,35-44,False
e3hkyirk,Male,25-34,False
iiqg94ir,Female,65+,True
viyr3be8,Male,45-54,False
3ydvl5ct,Male,25-34,False
qb6n0yhy,Male,35-44,False
7rjnqlp8,Male,18-24,False
xgdisnio,Male,25-34,False
ucoxz3yz,Male,25-34,False
cbk16ymb,Male,18-24,False
shd1wkzd,Female,35-44,True
eh0d3whr,Female,65+,True
cgpjick2,Female,65+,True
6h7yrchn,Female,35-44,True
ml15h3mk,Female,55-64,False
fxfn5lks,Unknown,25-34,False
o1huxm5m,Male,18-24,False
w0wlqyl2,Female,25-34,False
5410xo0v,Female,25-34,True
zdloxvk9,Non-binary,45-54,False
02m13o38,Female,25-34,True
t7dx895s,Male,18-24,False
79tzrwck,Female,25-34,True
jmdq3jwh,Female,35-44,False
403mwofh,Male,25-34,False
vgk5wd1z,Male,45-54,True
r2x3xncx,Male,18-24,False
obryv6ad,Male,65+,False
9hgkqvj2,Male,65+,True
5ernkdn5,Female,65+,False
ay4t5lkw,Male,25-34,True
48ps3br7,Female,25-34,True
8pzasofs,Female,25-34,False
tvjbe5bz,Male,18-24,False
jhiubx73,Female,18-24,False
osfc2n4e,Female,Unknown,False
2h283x4n,Female,18-24,False
0gmuokys,Male,65+,True
lz6jismi,Male,45-54,True
vgwihg8a,Female,45-54,False
bhv2pt56,Female,55-64,True
chk0a754,Female,45-54,True
ti49q7p1,Female,25-34,False
whs0rpok,Male,18-24,False
mqqxc2w1,Male,Unknown,False
a6q5roua,Male,65+,True
ty75rxxj,Prefer not to say,55-64,True
9sz643te,Male,35-44,True
xxpma3ob,Female,65+,False
6u5qwce7,Male,55-64,True
2xibxtgi,Female,35-44,False
4170rzer,Female,35-44,False
sfpjut9z,Male,18-24,False
ztduurua,Male,55-64,False
ic5laxb0,Female,25-34,False
of3pogt8,Male,18-24,False
vc8hd5zp,Male,45-54,True
wii7t9b0,Female,25-34,False
mmqdy1p8,Male,45-54,True
5grr202k,Female,25-34,False
cxwo31ax,Female,25-34,True
jhxn0nec,Non-binary,65+,False
z36dcvny,Male,35-44,True
r3371z5q,Male,35-44,False
vd4jetgf,Male,65+,True
mn5k395u,Non-binary,35-44,True
jpxlvlb8,Male,18-24,False
l9c1qyc9,Male,65+,True
rjd97ii8,Male,18-24,False
9aw71a98,Female,55-64,False
0b864x5g,Male,55-64,False
69gkpbnh,Female,25-34,False
e7kq6kue,Male,25-34,False
l79jvtwv,Unknown,55-64,False
ze2ho9nd,Unknown,18-24,False
1aiifglz,Female,25-34,False
d5u2nkmb,Unknown,25-34,False
nv8phd8x,Female,18-24,False
tufrdmwr,Female,45-54,False
1o3naz5e,Male,55-64,False
sa6zowec,Male,65+,False
wuucwj5r,Female,18-24,False
pq35tyyv,Female,25-34,False
iq7vj2sd,Male,25-34,False
eb3rii31,Male,35-44,True
6djek1j2,Female,35-44,True
gwifse45,Female,18-24,True
uknir7ul,Female,18-24,False
kl8vl34i,Prefer not to say,65+,True
4puy3cct,Male,35-44,False
5wpbeca8,Female,18-24,True
wrvlwt8e,Male,Unknown,False
g5izoamp,Male,35-44,False
g8mbnhz0,Female,18-24,False
91nwsxyx,Male,25-34,False
lx0qyj98,Male,Unknown,False
uae3usy1,Unknown,45-54,False
gy2wniqh,Male,45-54,False
vg5dwcme,Male,Unknown,False
f4c5t2ws,Male,18-24,False
zk4kzxmr,Male,35-44,False
ntbv51ae,Male,25-34,True
1ir22jem,Female,18-24,False
ao1q22zg,Female,18-24,False
kd33h7j2,Female,25-34,False
289nf3mh,Male,35-44,True
e8czemuh,Male,35-44,True
9f6dq4lz,Female,55-64,True
r1oicx9n,Female,18-24,False
330salkj,Female,18-24,True
a7ld70x7,Male,55-64,True
dz1x7rm0,Male,35-44,False
rk1f6hii,Male,25-34,False
emz3oz8a,Male,18-24,False
xrfcb7hm,Male,45-54,True
9y40lv6a,Male,25-34,False
5oxxlykj,Male,65+,True
i9cq0stz,Male,65+,False
5pvgqp3u,Male,18-24,False
3n4jaki9,Male,25-34,False
vm2ns6un,Male,65+,False
m9964yzm,Prefer not to say,25-34,False
qpj2fzw2,Male,65+,True
swku2s61,Female,55-64,True
cyiyt267,Unknown,25-34,False
w4hkw7uq,Male,25-34,True
p5i9jtbw,Female,45-54,False
sf3x2k1c,Female,35-44,False
xa3lni7u,Female,65+,True
fyrib5sl,Female,65+,False
2lgfyurj,Female,25-34,False
mb6raixb,Female,35-44,False
qfcbommc,Female,25-34,False
rds2tnfx,Female,Unknown,False
jbd2zzua,Female,35-44,True
ox3qgr18,Male,25-34,False
tgkykxf5,Female,55-64,False
jq1jaqjm,Female,35-44,True
3r9075ni,Male,55-64,True
urcbdz6a,Male,45-54,False
um0q7f5l,Female,65+,False
ifjot9je,Female,55-64,False
7jzeoy9i,Male,35-44,True
6jzuvfq3,Female,25-34,False
7wdlcj37,Unknown,18-24,False
5pjvwozu,Male,25-34,False
l2bvpwzn,Male,35-44,False
o4ltf9sd,Male,18-24,False
1fy6hrc8,Female,55-64,True
86y4jtj1,Female,25-34,False
a8xb7mzl,Unknown,45-54,False
s3ps2dx9,Female,45-54,True
rqp8ki1n,Female,25-34,False
kyk5dhoe,Male,35-44,False
5iv2jr4o,Male,35-44,True
wsyo2qre,Male,18-24,False
5sa0v7bz,Male,45-54,False
giir4w4l,Male,55-64,True
wi5tzkrh,Male,35-44,True
37tdggnf,Male,35-44,True
le2jasfq,Female,25-34,False
bqssvukw,Unknown,25-34,False
ozkir3uq,Female,18-24,False
wjtimtlv,Female,25-34,True
cjcjcxe4,Female,35-44,False
3qkqwwbh,Female,25-34,True
hbr6zw6n,Female,18-24,True
upou3ux2,Male,45-54,True
48imj2cg,Female,Unknown,False
8w0ne8cx,Non-binary,45-54,False
bxuw4qqr,Female,45-54,False
4ummnlwq,Female,18-24,False
1thkl5uy,Male,25-34,False
7xm6sl3u,Male,35-44,False
ykvo40ie,Female,25-34,True
g60ooucy,Unknown,55-64,False
pihpw1lt,Male,35-44,True
7e2m5xjs,Female,25-34,False
qtoctyd5,Female,55-64,True
j2orww81,Female,45-54,False
1151fmd3,Female,25-34,False
uk6fyhh5,Male,35-44,False
90qwhaob,Male,65+,True
sn1lhjy9,Female,35-44,True
otyuay7v,Male,55-64,True
impihq17,Female,25-34,True
mbtbgjkw,Prefer not to say,35-44,False
7z8o5xjn,Female,Unknown,False
ns57xnrw,Male,18-24,False
mftb998t,Female,18-24,False
k2etabsf,Female,35-44,True
mesthw91,Male,25-34,False
891dwixy,Male,55-64,False
87j9fnk2,Female,Unknown,False
2iy2ec11,Female,65+,False
hghgkmf4,Female,25-34,False
nwfg29w0,Male,45-54,True
1mwatgis,Female,25-34,False
t6s3ipia,Female,55-64,False
frl9keda,Male,35-44,False
8d191vcq,Female,35-44,False
ve90626k,Female,35-44,False
1qbriugn,Female,35-44,True
vjcvdozl,Male,45-54,False
ka4uknyb,Male,45-54,False
1qc41j2p,Male,35-44,True
yiojchhv,Male,Unknown,False
1gwgml36,Female,55-64,True
4vgzhuuv,Male,45-54,False
1km4s3ob,Male,65+,False
k192mzhg,Female,35-44,True
coa9lsqy,Non-binary,55-64,False
nkw216k7,Female,45-54,True
2kqm69nx,Male,35-44,True
bcyaq880,Male,35-44,True
z05vq0k7,Female,18-24,False
48edfzea,Male,25-34,False
9g1vv817,Female,35-44,True
n9501ilv,Male,45-54,False
v5scqwaj,Male,Unknown,False
suff6m2u,Female,25-34,False
y30xj1e2,Male,25-34,False
st6jfrlr,Male,18-24,False
2s4s2nem,Unknown,25-34,False
vgr7twfb,Male,18-24,False
c6yqqswk,Male,35-44,False
12gnveoe,Male,45-54,False
420g0ht3,Male,45-54,True
5qry6yf5,Female,35-44,True
xij8gg5f,Male,25-34,False
g8swk268,Female,35-44,True
vna7069q,Female,18-24,False
aozveumr,Female,18-24,False
ao6e5mqc,Female,Unknown,False
sn6a7ylh,Male,18-24,False
fwolpmr1,Female,35-44,False
0bcpegtc,Non-binary,45-54,True
gvrezkjj,Female,18-24,False
nul2jwa3,Male,25-34,True
y4tee6dd,Male,35-44,False
z772xi9j,Female,45-54,False
8261ztmf,Male,65+,True
gcf9euke,Female,18-24,False
5025cnl7,Female,55-64,True
gf7bhdzh,Male,35-44,False
cyo8nh2a,Female,18-24,False
fhz6t8vm,Female,35-44,False
jjkg866a,Male,45-54,True
iucx001m,Male,25-34,False
c2urj060,Female,18-24,True
1durqmb3,Male,35-44,False
jtzmnta9,Male,25-34,True
juz9n0cb,Female,65+,True
3hbkke8y,Female,45-54,True
wmobvv2n,Male,65+,False
1h0r8qjp,Male,35-44,False
c8x9jmhx,Male,25-34,True
xt1prtjx,Male,65+,False
0b377apg,Male,18-24,True
xuc9bj8d,Female,55-64,False
1e90p8qt,Male,18-24,False
js117fss,Male,25-34,False
7iga5efs,Female,45-54,False
dtf2welf,Male,Unknown,False
7nyzxvs1,Prefer not to say,45-54,True
709n7m8k,Male,55-64,False
1i4kbtcv,Female,Unknown,False
gpzpm888,Male,55-64,False
nxek8y5x,Female,55-64,False
q20184iw,Female,35-44,False
zox30y1x,Female,35-44,False
o6fv5dgp,Male,55-64,False
jfb527qh,Female,35-44,True
y00hl6k2,Male,25-34,False
nz30fnrf,Female,25-34,False
ba9luc8l,Female,65+,False
s1ujrs4d,Male,35-44,True
7p56esh5,Female,35-44,True
1unmaivy,Male,18-24,False
xkmkt642,Male,35-44,True
87smi7wo,Male,45-54,False
317ko7ct,Male,18-24,False
x65fsld7,Male,65+,False
hxrwy8pz,Non-binary,25-34,False
mt7tj4op,Male,18-24,True
m4v7zbhf,Male,18-24,False
6sdomht0,Female,35-44,False
xnzkhqh9,Unknown,45-54,False
pwwum1yn,Female,35-44,True
bvr0405o,Male,55-64,False
z8t3w0vx,Male,25-34,True
m4k2dy8m,Male,45-54,False
xqhiag9x,Female,65+,True
cvo6ocxn,Female,55-64,False
wpq5ws0v,Male,55-64,True
cd9qfe4t,Female,35-44,True
nxsg6ao4,Male,25-34,True
j6qii9zf,Unknown,35-44,False
5dht5g7h,Male,55-64,True
xzecjwhb,Male,18-24,False
tbybvls7,Male,35-44,True
43e5r915,Female,35-44,False
l77bcseu,Male,Unknown,False
0u4gx1ra,Female,18-24,False
fksog7m6,Female,25-34,False
z7kgkn0r,Female,45-54,True
vpgbdlah,Male,25-34,True
pbc6gceu,Female,35-44,False
4d02b9f5,Female,45-54,False
ot2cznpp,Female,35-44,False
qmtsu2k2,Male,35-44,True
93jce21y,Male,35-44,False
twbt223n,Male,55-64,False
z29jzaun,Female,45-54,False
u24co5ko,Male,35-44,False
bdrg5h8b,Female,25-34,False
xms1kg49,Male,25-34,False
33qfztob,Female,25-34,False
m9ya8yfo,Unknown,35-44,False
qjt3kbxq,Male,18-24,True
ovdaclcy,Prefer not to say,65+,True
t7mt8fr0,Female,35-44,True
ovcwm14j,Male,25-34,False
l3bckaxv,Male,35-44,False
gctw0d2x,Male,35-44,False
uo6wjh4s,Non-binary,35-44,False
8amuq85d,Male,35-44,True
96eg2tek,Female,25-34,False
gafiup2l,Female,18-24,True
guebj5he,Female,65+,False
bqeuzm5g,Male,18-24,False
o4rkz30f,Female,45-54,False
od1fjpp5,Female,25-34,True
y4r0023h,Unknown,18-24,False
66rohku7,Non-binary,18-24,True
omqgd3ny,Male,35-44,True
31hdcqv5,Female,25-34,False
2qfawl86,Unknown,35-44,False
a7dww43k,Female,25-34,False
